010025;DELEUZE JIMENEZ Lucia ;Diputación Etorbidea/Avenida 10;01330;LABASTIDA/BASTIDA;0;945331036
010026;GOICOECHEA ASENSIO Mercedes ;La Villa Kalea/Calle 74;01110;CAMPEZO/KANPEZU;0;945415048
010027;ANGULO ARCE Amaia ANGULO ARCE Javier;Alborkoin Kalea/Calle 2;01240;ALEGRÍA-DULANTZI;1;945420217
010028;YARZA BARCENA MARIA JESUS NOLASCO PEREZ INES;Elexondo Kalea/Calle 31;01470;AMURRIO;0;945891696
010029;RIVERA EGUIGUREN Ignacio ;Ibaizabal Kalea/Calle 1;01400;LAUDIO/LLODIO;1;946720329
010030;AIS LARISGOITIA Begoña ;Patricia Bilbao Urbanizazioa/Urbanización 8;01400;LAUDIO/LLODIO;1;946721775
010031;LOPEZ DE OCARIZ DE MUNAIN Milagros ;Beheko kalea Kalea/Calle 6;01170;LEGUTIO;1;945455189
010032;MILLAN VAL Maider ;Don Miguel Diaz de Tuesta Plaza/Plaza 1;01426;AÑANA;1;945351238
010033;PULIDO ALVAREZ Jose Manuel ;Gernika Etorbidea/Avenida 4;01320;OYÓN-OION;1;945601184
010034;GOMEZ MORENO Jaime ;Teodoro Gonzalez de Zárate Kalea/Calle 50;01007;VITORIA-GASTEIZ;1;945138443
010035;GORBEA MENDIZABAL MARIA ARANZAZU ;Francia Kalea/Calle 2;01002;VITORIA-GASTEIZ;1;945263264
010036;ORMAZABAL DE LA CRUZ Amaia ;Olaguibel Kalea/Calle 38;01004;VITORIA-GASTEIZ;1;945280874
010037;FONTANEDA MARAÑON Miguel ;Santiago Hiribidea/Avenida 31;01003;VITORIA-GASTEIZ;1;945280435
010038;DELEUZE JIMENEZ Alberto ;Ramiro de Maeztu Kalea/Calle 16;01008;VITORIA-GASTEIZ;1;945140919
010039;NAVARRO SANCHEZ Ignacio Jose ;Cercas Bajas Kalea/Calle 35;01001;VITORIA-GASTEIZ;0;945142371
010040;GONZALEZ CASI Aranzazu ;Portal de Arriaga Kalea/Calle 5;01012;VITORIA-GASTEIZ;1;945140101
010041;ETCHABERRY ARJIZ Mara ;Cruz Blanca Kalea/Calle 8;01012;VITORIA-GASTEIZ;1;945245361
010042;MOZAS LERIDA Isabel ;Postas Kalea/Calle 33;01004;VITORIA-GASTEIZ;0;945264018
010043;MEDIAVILLA PETRALANDA IZARO ;Prudencio María Verastegui Kalea/Calle 4;01002;VITORIA-GASTEIZ;1;945264735
010044;CAMENO PERALTA Elena HERNANDEZ DE LUIS Francisco  Javier;Alberto Schommer Kalea/Calle 1;01006;VITORIA-GASTEIZ;0;945135710
010045;EGUIA SOLAUN Maite EGUIA SOLAUN Miriam;Zumalakarregi Etorbidea/Avenida 13;01400;LAUDIO/LLODIO;0;946720704
010046;TORRECILLA JIMENEZ Veronica ;Araka Kalea/Calle 33;01013;VITORIA-GASTEIZ;1;945265598
010047;ASPE CARRANZA Teresa ;Sancho el Sabio Kalea/Calle 2;01008;VITORIA-GASTEIZ;0;945130366
010048;LARREA BENITO Concepcion ;Cercas Bajas Kalea/Calle 2;01001;VITORIA-GASTEIZ;1;945254464
010049;VILLACORTA MARTINEZ DE MATURANA Mª Mercedes ;Portal de Legutiano Kalea/Calle 3;01002;VITORIA-GASTEIZ;0;945262839
010050;MARTINEZ MARTINEZ DE MARAÑON Sara Leticia ;Polvorín Viejo Kalea/Calle 6;01003;VITORIA-GASTEIZ;1;945273955
010051;FERNANDEZ DE TROCONIZ FERNANDEZ Pablo Luis ;Portal de Legutiano Kalea/Calle 47;01013;VITORIA-GASTEIZ;0;945260036
010052;MORENO MORENO Juan Sebastián ;Basoa Kalea/Calle 1;01012;VITORIA-GASTEIZ;1;945224687
010053;ANZOLA CABO Monica ;Heraclio Fournier Kalea/Calle 28;01006;VITORIA-GASTEIZ;0;945137857
010054;VAZQUEZ RODRIGUEZ Carmen ;Ariznabarra Kalea/Calle 3;01007;VITORIA-GASTEIZ;1;945130804
010055;SANTAMARIA UGALDE Leticia ;Chile Kalea/Calle 7;01009;VITORIA-GASTEIZ;1;945221548
010057;FERNANDEZ DE TROCONIZ FERNANDEZ Mª Eugenia ;Reyes de Navarra Kalea/Calle 3;01013;VITORIA-GASTEIZ;1;945262068
010058;LAMAZA BELTRAN DE LUBIANO Maialen ;Federico Baraibar Kalea/Calle 2;01003;VITORIA-GASTEIZ;1;945252392
010059;MONTEAGUDO ARRAZOLA Imanol ;Reyes de Navarra Kalea/Calle 45;01013;VITORIA-GASTEIZ;1;945120806
010060;MENDIARATZ MURGUIONDO Karmele ;Portal de Arriaga Kalea/Calle 41;01012;VITORIA-GASTEIZ;1;945225079
010061;MONTEAGUDO ARRAZOLA Marta ;Arana Kalea/Calle 32;01002;VITORIA-GASTEIZ;0;945257840
010062;RIVERO RIVERO Isabel ;Comandante Izarduy Kalea/Calle 30;01006;VITORIA-GASTEIZ;1;945136131
010063;ETCHABERRY ARJIZ Francisco Javier ;Honduras Kalea/Calle 12;01012;VITORIA-GASTEIZ;1;945243848
010064;LOBO RUIZ Mª Dolores ;Beato Tomás de Zumarraga Kalea/Calle 76;01009;VITORIA-GASTEIZ;1;945244149
010065;RODRIGUEZ CUEVAS Elda ;Benito Pérez Galdós Plaza/Plaza 4;01002;VITORIA-GASTEIZ;0;945264587
010066;GUTIERREZ ZUBELDIA David ;Juana Jugan Kalea/Calle 3;01009;VITORIA-GASTEIZ;0;945270097
010067;PALACIOS BRETON Tamara ;Paula Montal Kalea/Calle 20;01010;VITORIA-GASTEIZ;1;945244681
010068;DAVILA DE EUSEBIO Monica ;Madrid Kalea/Calle 56;01002;VITORIA-GASTEIZ;1;945274915
